title,text
Trump_Has_Lost_Ground_In_The_Shutdown_Blame_Game.docx,"President Trump again blamed Democrats for the partial government shutdown on Tuesday night, this time in his first primetime national address, saying their unwillingness to approve funds for a border wall had left him no choice but to continue to keep the government shuttered.
Look at the polling data, and you can see why Trump (or his advisers) thought a high-profile move like a national address was needed. We’re currently on Day 19 of the shutdown, but Trump’s efforts to pin the blame on Democrats aren’t working, according to three pollsters who have conducted at least two polls in the two and a half weeks since the government first closed. Rather, polls show that Americans are increasingly blaming Trump.


Polls conducted in the first few days of the shutdown showed that between 43 percent and 47 percent of Americans blamed Trump most for the shutdown, while about a third blamed congressional Democrats. Polling data had been pretty scarce thereafter, but this week a handful of new polls gave us an updated view of who Americans think is responsible. (We’re looking only at data from pollsters who have conducted two surveys since the shutdown started — one just after it began and one after the new year. This makes for nice apples-to-apples comparisons.)

The two YouGov polls found a 4-point increase in those blaming Trump. There was a 4-point increase among registered voters who most blamed Trump in the two Morning Consult polls. And surveys from Reuters/Ipsosalso found a 4-point increase.



As for where Democrats stand in the blame-game, Morning Consult found a 2-point increase in those who blame them the most between their two polls, while Ipsos/Reuters found a 1-point drop and YouGov found a 3-point drop.

Those aren’t huge shifts, but remember that the shutdown began with most Americans blaming Trump — that view is held among a near-majority now, on average.


Still, when it comes to how each group is handling the shutdown, congressional Republicans actually fare the worst. In the most recent HuffPost/YouGov poll, for example — conducted Jan. 4-7 — more Americans disapproved of Trump’s handling of the shutdown (52 percent) than they did of the way Democrats were handling it (46 percent), but 56 percent of Americans expressed disapproval of the congressional GOP’s performance.


There is some good news for Trump. His base seems to largely blame Democrats for the current situation. Seventy-three percent of those who voted for him in 2016 say Democrats are mostly to blame in the shutdown, according to the most recent Morning Consult poll. 

Eighty-three percent of Trump voters blamed Democrats in the most recent YouGov poll.2 And however the blame shakes out for this shutdown, government shutdowns historically have not had lasting political repercussions, so Trump may weather this latest political maelstrom just fine.
That said, for now the shutdown appears to be hurting Trump. His job approval rating has edged down in the past three weeks — a trend that lines up almost perfectly on the calendar with the shutdown."
It-May-Take .docx,"It may take federal officials two years to identify what could be thousands of immigrant children who were separated from their families at the border, the government said in court documents filed on Friday.



A federal judge had asked for a plan to identify these children and their families after a report from government inspectors in January revealed that the Trump administration most likely separated thousands more children from their parents.



These families were separated before the administration unveiled its “zero-tolerance” immigration policy in the spring of 2018, when nearly all adults entering the country illegally were prosecuted and any children accompanying them were put into shelters or foster care.



To identify these families, the government said it would apply a statistical analysis to about 47,000 children who were referred to the Office of Refugee Resettlement and subsequently discharged, according to the court filing. From there, the government said it would manually review the case records of the children who appeared to have the highest probability of being part of the separated families.



Officials estimated that the process would take at least one year and potentially two. In explaining the reason for such an arduous process, the government said United States Customs and Border Protection did not collect specific data on migrant family separations before April 2018.



In a court filing for the government, Jonathan White, a commander with the United States Public Health Service Commissioned Corps, wrote that identifying this group of children presented new challenges because they were already discharged from the Office of Refugee Resettlement, meaning the government “lacks access” to them.



In June, Judge Dana M. Sabraw ordered the reunification of children and parents who had been separated under the Trump administration policy. President Trump rescinded the policy that same month.



About 2,800 children have been reunified with their families or situated according to their parents’ wishes, said Lee Gelernt, who challenged the policy in court on behalf of the American Civil Liberties Union.



The January report, by the Office of Inspector General of the Department of Health and Human Services, revealed that a group of separated families was unaccounted for because the government lacked an effective tracking system. In March, Judge Sabraw ruled that those families should be included in the litigation.



The families the government may now be tasked with locating are those who entered the United States on or after July 1, 2017, the earliest known date that families were separated; were detained by immigration officials; and have a child who was detained and then released to a sponsor, such as a relative, before the judge’s reunification order on June 26, 2018.



When the government previously identified children for reunification, it included only the children who were detained at the time of the reunification order.



According to the government’s proposed plan, officials would update the A.C.L.U. about the families’ information after completing the analysis and reviewing the children’s cases. The organization would then use that information to help reunify parents and children.



The family separations were a central part of the Trump administration’s effort to deter migrant families from trying to enter the United States through its southern border with Mexico.



Data released last month suggested that the administration’s immigration measures failed to deter tens of thousands of migrants traveling to the United States, most of whom were escaping violence and poverty in Central America."
Fed-Interest-Rates.docx,"Powell gets the heat, but all Trump Fed appointees backed rate hikes

U.S. President Donald Trump may feel he is “stuck” with Federal Reserve Chairman Jerome Powell, whom he has blasted for engineering four interest rate hikes since Trump appointed him, but none of Trump’s other Fed appointees has stood in the way of the tightening campaign and at least one has said even higher rates may be necessary.

The voting records and public statements of Trump’s Fed appointees, who now form a solid majority of the Fed’s Washington-based board of governors, show not only consensus around the recent increases, but no support so far for the rate cuts Trump has demanded.

A possible upcoming nominee to the Fed, economic commentator Stephen Moore, has said he agrees with Trump that rates should be cut and had earlier called for Powell’s ouster. Trump has mulled whether he could fire Powell, but in a March 8 phone call, reported by the Wall Street Journal, acknowledged he was “stuck” with the Fed chair for Powell’s full four-year term that runs to February 2022.

If Moore does take a seat alongside Trump’s appointees at the Fed, at this point he would be the outlier.

“I am comfortable with the current stance of our policy,” Trump’s newest appointee, Fed Governor Michelle Bowman, said in February in her only comments about monetary policy to date.

Bowman joined the Fed in November, when the administration was growing agitated about rising volatility in financial markets. She voted for the December rate increase that has become a particular target of Trump’s ire and point of blame for, in his view, holding back the economy.

The White House on Tuesday announced Bowman would be renominated for a full 14-year term to follow the end next January of the short, partial term she was appointed to fill.

Trump’s hand-picked vice chair, Richard Clarida, voted for the December increase and the one before it in September, which was approved shortly after he joined the Fed board.

Randal Quarles, who was the first appointment Trump made to the Fed as his presidency took shape in 2017, voted for five rates hikes from December of that year to December 2018, and his most recent comments show the wide and sometimes paradoxical gap between the president’s view of what the Fed should be doing, and those of the people he has chosen to oversee the central bank.

In what amounted to a bullish defense of where the economy is heading, Quarles last week said in fact that rates may need to move higher precisely because Trump’s tax cuts and policies may produce a “persistent” boost to productivity and growth.

“Further increases in the policy rate may be necessary at some point, a stance I believe is consistent with my optimistic view of the economy’s growth potential and momentum,” Quarles said in remarks at the Manhattan Institute last week.

For now the Fed intends to hold rates steady, a position it reached both as Trump publicly called for a halt to rate increases, but also - and what Fed officials say mattered to them - as economic and financial data globally indicated a broad slowdown from the faster-than-expected growth of 2018."
ERM_Doc2_As-Washington-Talks.docx,"As Washington Talks Impeachment, Pence Talks Trade 

Vice president spent two days mostly avoiding questions on the topic that is dominating politics 

By 

Catherine Lucey

Sept. 28, 2019 10:00 am ET

With the impeachment process roiling Washington and enraging his boss, Vice President Mike Pence headed to Indiana and tried to change the subject.

During a two-day trip to his home state, the scandal-averse second-in-command studiously avoided media questions about Ukraine, an explosive whistleblower complaint and the House’s impeachment inquiry into President Trump.

Departing from Andrews Air Force Base on Thursday, Mr. Pence walked up the stairs without stopping. Upon landing in Indiana, he bypassed a reporter and shook hands with supporters. Entering a school to sign a guitar and visit with kids, he strode on with the questions hanging in the air. Sitting at a roundtable discussion in a hospital, he smiled and stared straight ahead. And returning to Washington, he got into a car and drove away.

Such caution comes naturally to Mr. Pence, who is as scripted as Mr. Trump is unstructured. But he now faces the most serious scandal to grip this administration to date, as Mr. Trump contends with impeachment proceedings over his dealings with Ukraine. As vice president, Mr. Pence could succeed Mr. Trump if he is impeached by the House and convicted by the Senate.

In Indiana, Mr. Pence tried to reframe the narrative. He talked about trade, advocating for the U.S.-Mexico-Canada trade agreement. He talked about investing in mental health. He sought to inspire children and lift up troops. The closest he came to acknowledging the state of play was in a speech Thursday, in which he slammed Democrats for focusing on “baseless allegations.”

“Whatever the Democrats and their allies want to spend their time on, President Donald Trump and I are going to stay focused on the issues that matter most to you,” Mr. Pence said.

On Twitter late in the day Friday, Mr. Pence repeated that argument, adding that Democrats “began an impeachment inquiry before they even had the facts.”

The vice president’s chief of staff, Marc Short, described the vice president’s approach as a deliberate strategy to keep the focus on issues, saying the vice president was “going to highlight things that aren’t getting done by a Democrat-led House.”

House Speaker Nancy Pelosi (D., Calif.) has said the chamber can continue working on important legislation even as it pursues impeachment, which she called “as serious as our congressional responsibilities can be” Friday on “Morning Joe.” And Democrats lay the blame for slow progress on several issues at the feet of Mr. Trump.

Mr. Trump, unlike his understudy, spent the day venting about impeachment on Twitter, defending his July 25 call with the leader of Ukraine, in which he pushed for an investigation into Joe Biden and his son. The vice president wasn’t a part of the call, said a senior White House official.

Mr. Pence defended Mr. Trump’s conversation in an interview on Fox Business Network on Wednesday, saying the president “did nothing wrong.”"
CJR_Doc1_Whistleblower-Testify-Soon.docx,"The whistleblower at the center of the impeachment probe of President Trump will testify in the House “very soon,” though in a way that will protect his identity, the Democrat leading the probe said Sunday.



The whistleblower, whose identity hasn’t been made public, works for the Central Intelligence Agency, The Wall Street Journal confirmed last week.



“We’ll get the unfiltered testimony of that whistleblower,” Rep. Adam Schiff (D., Calif.), the House Intelligence Committee chairman, said on ABC’s “This Week.” “We are taking all the precautions” to protect his identity, Mr. Schiff added.



President Trump’s personal attorney, former New York Mayor Rudy Giuliani, initially said on the same program that he wouldn’t cooperate with Mr. Schiff’s probe, accusing the congressman of lacking fairness.



But Mr. Giuliani quickly changed his position, saying he would consider testifying. “I have to be guided by my client,” Mr. Giuliani said. “Frankly, it’s his privilege, not mine. If he decides he wants me to testify I will testify.”



Mr. Giuliani is a key figure in the impeachment probe and is depicted in the whistleblower complaint released Thursday as eager to thrust himself into U.S. foreign policy. As the president’s personal attorney, Mr. Giuliani pressed Ukraine on pursuing an investigation of Democratic presidential candidate Joe Biden."
Government Shutdown Unemployment Claims.docx,"Whatever It Takes': Government Workers Apply For Unemployment As Shutdown Drags On

LISTEN

PATRICK MADDEN, January 13, 20197:43 AM ET

Long-time federal contractor John Woodson arrived at an unemployment office in Washington, D.C. early Thursday morning. 

""We should still be at work right now,"" said Woodson. ""Politicians should handle this — don't put this on the citizens. You're hurting us.""Even if Woodson can get unemployment, which pays up to $425 a week in D.C., he says it won't be enough to care for his family.

Federal workers and contractors are now missing paychecks for the first time since the partial government shutdown began on December 22. That's causing some of these workers to do what once seemed unthinkable — apply for unemployment.

""The reason that I chose a public sector job was the stability of the whole thing,"" said Steve, a federal employee who also showed up to a D.C. unemployment office. 

Steve said he left a higher-paying job in the private sector to work for the government. ""The real benefit was a job that I felt appreciated at — a job that had stability,"" said Steve. ""And right now, I feel unappreciated and unstable,"" he said.

Officials in D.C. and Maryland say at least 7,000 unemployment claims have been filed by federal government workers and contractors since the shutdown began. In all, some 800,000 employees have been affected by the shutdown. An estimated 420,000 are working without pay, according to the Senate Appropriations Committee. Another 380,000 are at home on furlough.

""This is the first time in my working life I am going to have to go to my creditors and say 'I don't know how to pay you.' And it's embarrassing,"" said Michelle, a long-time federal employee who didn't want to give her full name because she's worried about potential repercussions.

""I show up to work. I do a good job. I'm doing everything a responsible adult is supposed to do,"" said Michelle. ""All of a sudden, it's all blown up and I don't know what else to do.""

According to the federal government, the shutdown will cost at least $50 million a day in lost wages and productivity.

But there are hidden costs, too, that go beyond money, said Randy Erwin, president of the National Federation of Federal Employees.

""Who in [the] world is going to want to work for the federal government when [workers] are disrespected ... when people are not able to fill prescriptions, bouncing checks [and] ruining their credit?"" said Erwin, whose union represents 100,000 federal workers.

The details surrounding who is — and isn't — eligible for unemployment can get complicated.

Federal employees who've been furloughed can apply for unemployment benefits; workers who've been deemed ""essential"" and are working without pay are not eligible for unemployment.

And federal employees who do receive unemployment benefits will have to reimburse the government if Congress votes to give employees backpay — which typically happens when the government re-opens.

Federal contractors don't get backpay from the government.

The U.S. Office of Personnel Management has issued guidance for furloughed workers on what to do during a shutdown."
The Real Problem with Immigration.docx,"The Real Problem

Illegal immigration into the United States is massive in scale. More than 10 million undocumented aliens currently reside in the U.S., and that population is growing by 700,000 per year. On one hand, the presence of so many aliens is a powerful testament to the attractiveness of America. On the other hand, it is a sign of how dangerously open our borders are.


Typical illegal aliens come to America primarily for better jobs and in the process add value to the U.S. economy. However, they also take away value by weakening the legal and national security environment. When three out of every 100 people in America are undocumented (or, rather, documented with forged and faked papers), there is a profound security problem. Even though they pose no direct security threat, the presence of millions of undocumented migrants distorts the law, distracts resources, and effectively creates a cover for terrorists and criminals.

In other words, the real problem presented by illegal immigration is security, not the supposed threat to the economy. Indeed, efforts to curtail the economic influx of migrants actually worsen the security dilemma by driving many migrant workers underground, thereby encouraging the culture of illegality. A non-citizen guest worker program is an essential component of securing the border, but only if it is the right program.


It is important to craft a guest worker program intelligently. While there are numerous issues involved in such a program, many of which are beyond the scope of this paper, the evidence indicates that worker migration is a net plus economically. With this in mind, there are 14 principles- with an eye toward the economic incentives involved-that should be included as part of a guest worker program.


An honest assessment acknowledges that illegal immigrants bring real benefits to the supply side of the American economy, which is why the business community is opposed to a simple crackdown. There are economic costs as well, given America's generous social insurance institutions. The cost of securing the border would logically exist regardless of the number of immigrants.


The argument that immigrants harm the American economy should be dismissed out of hand. The population today includes a far higher percentage (12 percent) of foreign-born Americans than in recent decades, yet the economy is strong, with higher total gross domestic product (GDP), higher GDP per person, higher productivity per worker, and more Americans working than ever before. Immigration may not have caused this economic boom, but it is folly to blame immigrants for hurting the economy at a time when the economy is simply not hurting. As Stephen Moore pointed out in a recent article in The Wall Street Journal:

The increase in the immigration flow has corresponded with steady and substantial reductions in unemployment from 7.3 percent to 5.1 percent over the past two decades. And the unemployment rates have fallen by 6 percentage points for blacks and 3.5 percentage points for Latinos. Whether low-skilled or high-skilled, immigrants boost national output, enhance specialization, and provide a net economic benefit."
Memo-Muller-Obstruction.docx,"It is inconceivable to me that the Department could accept Mueller's interpretation of § 1512(c)(2). It is untenable as a matter of law and cannot provide a legitimate basis for interrogating the President. I know you will agree that, if a DOI investigation is going to take down a democratically-elected President, it is imperative to the health of our system and to our national cohesion that any claim of wrongdoing is solidly based on evidence of a real crime — not a debatable one. It is time to travel well-worn paths; not to veer into novel, unsettled or contested areas of the law; and not to indulge the fancies by overly-zealous prosecutors.



As elaborated on below, Mueller's theory should be rejected for the following reasons:



First, the sweeping interpretation being proposed for § 1512's residual clause is contrary to the statute's plain meaning and would directly contravene the Department's longstanding and consistent position that generally-worded statutes like § 1512 cannot be applied to the President's exercise of his constitutional powers in the absence of a ""clear statement"" in the statute that such an application was intended.



Second, Mueller's premise that, whenever an investigation touches on the President's own conduct, it is inherently ""corrupt"" under § 1512 for the President to influence that matter is insupportable. In granting plenary law enforcement powers to the President, the Constitution places no such limit on the President's supervisory authority. Moreover, such a limitation cannot be reconciled with the Department's longstanding position that the ""conflict of interest"" laws do not, and cannot, apply to the President, since to apply them would impermissibly ""disempower"" the President from supervising a class of cases that the Constitution grants him the authority to supervise.



Third, defining facially-lawful exercises of Executive discretion as potential crimes, based solely on subjective motive, would violate Article II of the Constitution by impermissibly burdening the exercise of core discretionary powers within the Executive branch.



Fourth, even if one were to indulge Mueller's obstruction theory, in the particular circumstances here, the President's motive in removing Carney and commenting on Flynn could not have been ""corrupt"" unless the President and his campaign were actually guilty of illegal collusion. Because the obstruction claim is entirely dependent on first finding collusion, Mueller should not be permitted to interrogate the President about obstruction until has enough evidence to establish collusion."
Government Shutdown Across America.docx,"Government Shutdown Across  America By Alan Blinder, Jan. 13, 2019

From the start, it has seemed like the federal government shutdown with no end in sight. More than three weeks later, with Washington still gridlocked over President Trump’s demand for a wall along the southwestern border, that is still true.

But the sharpest effects of the longest shutdown in the nation’s 242-year history are only beginning to emerge across the country. In many parts of the United States, the shutdown has underscored how deeply the federal government is connected to everyday life.

About 800,000 federal workers are going without pay — and a growing number of them, are filing for unemployment benefits. Thousands more federal contractors will most likely not be able to recoup their missed paychecks. Restaurants and shops near major federal offices, have emptied out.



So have laboratories run by NASA and the Smithsonian Institution’s museums along the National Mall. Food inspections have become fewer, as have many checks by the Environmental Protection Agency. Travelers have complained that airport security lines, have come to a crawl. Trash has piled up at National Park Service sites, or at least those that are still open.

Native American tribes have missed out on millions of dollars in federal funding for basic services, farmers have been squeezed by issues with loans and payments, and states have written checks to keep some services and properties, like the Statue of Liberty, running normally. The federal courts have hung on so far, with a goal of saving enough money to run as they ordinarily do through Jan. 18.

Congress recently approved a proposal that promised back pay for federal workers affected by the shutdown. But their checks will come only once Washington reaches a deal. Until then, the consequences will mount from coast to coast.



Border protection: Customs and Border Protection agents, who are working without pay, deported individuals as others waited to cross into the United States on the McAllen-Hidalgo International Bridge in Texas.



Food safety: Meat and poultry inspections have continued by the Department of Agriculture. But foods such as produce, processed cheese and cereals may not be inspected as often as the Food and Drug Administration deals with a reduced inspection workforce.



Homeland Security: A Coast Guard boat responded after the Mary B II, a commercial fishing vessel, capsized off the coast of Newport, Ore.



T.S.A.: Transportation Security Administration screeners at Ronald Reagan National Airport in Washington will be paid once the shutdown ends, but many say they are struggling to pay bills in the meantime.



Farmers: Despite the loss of crucial loans, payments and other services, threatening their livelihoods, many farmers, including David Nunnery, 59, of Pike County, Miss., have stayed loyal to Mr. Trump and his demand for $5.7 billion for a border wall. “I may lose the farm, but I strongly feel we need some border security,” Mr. Nunnery said.



Presidential protection: Secret Service agents, including those who protect President Trump, are working without pay, according to an official at the agency.



National parks: Visitors to Yosemite National Park arrived below Bridalveil Fall, where a consortium of private businesses, civic groups and concessionaires banded together and placed portable toilets after the regular bathrooms were locked because of the shutdown."
Trump_ Immigration_policy.docx,"President Trump is delaying immigration raids that were set to begin this weekend, saying he will give Congress two weeks to make changes to asylum law before dispatching Immigration and Customs Enforcement agents around the country to deport undocumented immigrants.

Immigration rights advocates had been preparing for the planned sweep of recently arrived migrants, which, according to sources familiar with the planned raids, were set to begin as soon as Sunday in 10 cities around the country. 

A source familiar with the president's decision told NPR that Speaker of the House Nancy Pelosi, D-Calif., called Trump on Friday night and urged him to back off the raids. Pelosi had been sharply critical of the planned raids. She called them heartless and said the president needed ""to stop this brutal action which will tear families apart and inject terror into our communities.""

On Saturday, the president announced on Twitter that ICE would hold off on the roundup for two weeks ""at the request of Democrats,"" writing that if lawmakers in Washington cannot approve changes to asylum law in that time, he will again direct ICE agents to resume the raids.

Sources close to the White House say Democrats are unlikely to accept Trump's pitch that asylum rules should be tightened. 

Both parties are working to pass a border aid package to help deal with the influx of migrants arriving illegally at the border, and a Democratic aide on Capitol Hill noted that the raids could have endangered the deal had they not been put on pause. 

The $4.5 billion border and humanitarian supplemental assistance package has been moving along with bipartisan support. Much of the money supports humanitarian assistance and immigration enforcement. 

But by asking Congress to address asylum and ""loophole problems,"" Trump is upping the ante. There is no funding for changes to asylum laws, so Trump's request faces significant hurdles. 

Pelosi on Saturday welcomed the president's announcement delaying the planned raids. She called for a comprehensive immigration package that includes a path to citizenship for the roughly 11 million people who are in the country illegally. 

ICE sent letters in February to more than 2,000 migrants whose cases the Justice Department fast-tracked as a way of sending a deterrent message to families considering crossing the U.S. border illegally. 

""If Congress does not change the laws to ensure illegal aliens can be promptly removed at the southern border, there is no alternative but to continuously arrest these fugitive aliens in the interior,"" a spokeswoman for ICE said in a statement on Saturday. 

In an interview with NPR, Acting ICE Director Mark Morgan said many immigrant families are ignoring requests to turn themselves in. 

""So what are our options?"" Morgan said. ""They've had due process, they've had access to attorneys, they've had access to interpreters. Majority of them don't even show up. And then when they didn't show up, they received ordered removal in absentia,"" he said. ""We have no choice.""

Immigration activists have condemned the raids and implored the Trump administration to call them off."
The-Trump-Administration .docx,"The Trump administration wants up to two years to find potentially thousands of children who were separated from their families at the border before a judge halted the practice last year, a task that it says is more laborious than previous efforts because the children are no longer in government custody.



The Justice Department said in a court filing late Friday that it will take at least a year to review about 47,000 cases of unaccompanied children taken into government custody between July 1, 2017 and June 25, 2018 — the day before U.S. District Judge Dana Sabraw halted the general practice of splitting families. The administration would begin by sifting through names for traits most likely to signal separation — for example, children under 5.



The administration would provide information on separated families on a rolling basis to the American Civil Liberties Union, which sued to reunite families and criticized the proposed timeline on Saturday.



Sabraw ordered last year that more than 2,700 children in government care on June 26, 2018 be reunited with their families, which has largely been accomplished. Then, in January, the U.S. Health and Human Services Department’s internal watchdog reported that thousands more children may have been separated since the summer of 2017. The department’s inspector general said the precise number was unknown.



The judge ruled last month that he could hold the government accountable for families that were separated before his June order and asked the government submit a proposal for the next steps. A hearing is scheduled April 16.



Sheer volume makes the job different than identifying children who were in custody at the time of the judge’s June order, Jonathan White, a commander of the U.S. Public Health Service and Health and Human Services’ point person on family reunification, said in an affidavit.



White, whose work has drawn strong praise from the judge, would lead the effort to identify additional families on behalf of Health and Health and Human Services with counterparts at Customs and Border Protection and U.S. Immigration and Customs and Enforcement. Dr. Barry Graubard, a statistics expert at the National Cancer Institute, developed a system to flag for early attention those most likely to have been separated.



The vast majority of separated children are released to relatives, but many are not parents. Of children released in the 2017 fiscal year, 49 percent went to parents, 41 percent to close relatives such as an aunt, uncle, grandparent or adult sibling and 10 percent to distant relatives, family friends and others.



The government’s proposed model to flag still-separated children puts a higher priority on the roughly half who were not released to a parent. Other signs of likely separation include children under 5, younger children traveling without a sibling and those who were detained in the Border Patrol’s El Paso, Texas, sector, where the administration ran a trial program that involved separating nearly 300 family members from July to November 2017.



Saturday marks the anniversary of the administration’s “zero tolerance” policy to criminally prosecute every adult who enters the country illegally from Mexico. The administration retreated in June amid an international uproar by generally exempting adults who come with their children. The policy now applies only to single adults."
David Williams Week 1 File 1.docx,"(CNN)It's always a challenge to understand why Donald Trump says and does things. He is a hugely impulsive figure who often acts on a whim. There is no long-term strategy that informs his daily tactical decisions -- just Trump, well, doing stuff.

But even by that haphazard standard, the President's decision this week to release a rough transcript of his July 25 conversation with Ukrainian president Volodymyr Zelensky makes zero political sense -- either in the moment he did it or in the after-action report.





The rough log of the call makes quite clear to any fair-minded person that Trump did the following things:

1) Repeatedly reminded Zelensky of how much the United States does (and can do) for Ukraine.

2) Asked Zelensky to investigate debunked allegations of corrupt activity by Joe Biden and his son, Hunter, in Ukraine





3) Said he would put Attorney General William Barr and former New York City mayor Rudy Giuliani in touch with Zelensky to follow up about the Biden probe.

That's not an interpretation of what Trump said or a second-hand account of the call. It is an, admittedly rough, transcript released (and presumably blessed) by the White House. In which the President of the United States says things like ""I will say that we do a lot for Ukraine. We spend a lot of effort and a lot of time"" and ""Biden went around bragging that he stopped the prosecution so if you can look into it ... It sounds horrible to me."" (There is no evidence of wrongdoing by either Joe or Hunter Biden.)

That we have the President's actual words here -- undisputed -- makes this whole matter so, so much worse for Trump. 



Top of Form

Bottom of Form

That's not this. In this case, we have the receipts -- even if what was released by the White House was not a full transcript but rather a sort of rough memo documenting the conversation between Trump and Zelensky. It's a primary source document that, uh, documents a clear use of pressure by Trump to get Zelensky to do what he wants.

As he often does, Trump has doubled/tripled/quadrupled down on his initial mistake.



 

""'IT WAS A PERFECT CONVERSATION WITH UKRAINE PRESIDENT!'"" Trump tweeted Friday morning -- apparently quoting himself and in ALL CAPS, no less! Later on Friday, he added: ""If that perfect phone call with the President of Ukraine Isn't considered appropriate, then no future President can EVER again speak to another foreign leader!""

The number of tweets -- and the amount of defensiveness contained therein -- would suggest to even the most armchair of psychologists that the President might well be overcompensating for something he now realizes he very, very much should not have done.

As I wrote when the Ukraine call was initially released, it reads pretty close to a smoking gun that Trump used the power of his office to further his own personal, political interests. (If you are arguing that Trump didn't say the words ""quid pro quo"" so, therefore, he is in the clear, well, OK.)"
Trump Approval Rating With Base Drops Amid Shutdown.docx,"It’s day 27 of the government shutdown, and a new NPR/PBS Newshour/Marist poll suggests that Trump’s base is losing faith. Over the last month, Trump’s approval rating has dropped to 39 percent overall, a trend driven by losses in demographics where he is typically strong. Forty-two percent of white suburban men say they approve of the president’s performance, down from 51 percent in December. White men without college degrees have always been more likely to support Trump, but the president’s approval rating declined by six points among this group. Even white Evangelicals, typically Trump’s most fervent supporters, are beginning to break away from him. Seventy-three percent approved of Trump in December, but 66 percent said the same in January — and only 58 percent said they would “definitely” vote for him again in 2020. In 2016, recall, Trump won 81 percent of the white Evangelical vote.

These attitudes may change as primary season moves forward. Trump remains vitriolically anti-immigration, and xenophobia is attractive to his base. Even so, Trump has a lot of ground to recover before he can feel secure about the fate of his reelection campaign. That his numbers dropped so precipitously over the course of one month suggests the shutdown is a contributing factor (though, of course, correlation is not causation). Lee Miringoff, director of the Marist Institute for Public Opinion, told NPR that he didn’t know if the numbers are “temporary — tied to the government shutdown — or a broader problem the president is having.”

We do know, however, that little else about the first two years of Trump’s presidency has dismayed his base. The separation of migrant children from their parents, his border-wall obsession, revelations from the Mueller investigation — it was all fine, even better than fine, to his most dogged supporters. But the president ran on his business prowess. His anti-immigrant prejudice gilded promises of jobs and prosperity (at least, for a deserving few). White Evangelicals, for example, didn’t all support Trump because they prioritized ideological control of the U.S. Supreme Court. One 2016 poll from Lifeway Research, a Christian firm, established a demarcation between the views of white Evangelical clergy from those of their parishioners. While both groups backed Trump, clergy were much more likely to say that their votes were motivated by the prospect of conservative Supreme Court nominees. Non-clergy prioritized both the economy and national security over either the Supreme Court and abortion.

Unemployment is currently low, but in other respects, the Trump presidency has been economically disastrous for workers. The government shutdown has now cost the average federal worker $5,000 in pay since it began, according to one analysis by the New York Times. Some federal workers and subcontractors are rationing insulin and crowdfunding their mortgages. The U.S. Coast Guard is serving without pay, too. And shutdowns don’t affect the federal workforce in isolation. The owners of one Wichita, Kansas, cafe told the HuffPost that many of their customers are federal workers, and the furlough has drastically reduced their clientele."
CBB_Doc1_Trump-North-Korea.docx,"Two months after President Trump shook hands with North Korean leader Kim Jong Un at the Korean demilitarized zone, his administration remains stymied in its efforts to coax Pyongyang back to the negotiating table, leading to mounting frustrations that time is running out while Kim has strengthened his position.

In a new letter to Trump on Friday, leading Senate Democrats are calling the North’s recent short-range-missile tests “a significant step backwards” and demanding that the United States hold Kim’s regime accountable for actions that “clearly contravene” U.N. Security Council resolutions, according to a copy obtained by The Washington Post.

A leading Washington think tank concluded in a public assessment published Friday that an undisclosed North Korean operating base in Kumchon-ni houses medium-range ballistic missiles capable of striking southern Japan as well as the outskirts of Tokyo.

And the State Department, whose efforts to engage North Korean diplomats have floundered, is weighing new steps to publicly pressure the Kim regime during the U.N. General Assembly in New York this month, said officials with knowledge of the internal deliberations.

The developments stand in sharp contrast to Trump’s efforts in recent weeks to play down friction with the North in an effort to maintain a personal relationship with Kim that has driven his un­or­tho­dox strategy to force one of the world’s most brutal and dangerous regimes to relinquish its nuclear arsenal.

“The president is increasingly isolated within his own government on this policy,” said Victor Cha, Korea chair at the Center for Strategic and International Studies (CSIS), whose program published the assessment of the Kumchon-ni facility.

Cha noted Trump said last month that he had received a letter from Kim suggesting talks would resume after the completion of annual joint military exercises between the United States and South Korea, which ended two weeks ago.

“I sense a lot of frustration that nothing is going on,” Cha said of the president’s aides. “They promised in August that these things would happen.”

White House officials declined to comment.

Kim has unsettled East Asia this summer with tests of short-range missiles that Japanese Prime Minister Shinzo Abe called a clear violation of U.N. Security Council resolutions. But Trump has consistently maintained that the tests do not violate a personal pledge Kim made during their first summit in Singapore last year to refrain from testing intercontinental ballistic missiles or nuclear weapons.

Despite Trump’s unwillingness to criticize Kim, U.S. officials have been rebuffed time and again in their overtures to Kim’s underlings since the two leaders met at the Korean DMZ in late June, according to people briefed on the matter.

Secretary of State Mike Pompeo’s hopes for a meeting with Foreign Minister Ri Yong Ho at the U.N. General Assembly were dashed when the North announced this week it would not participate in the international gathering, a shift from the past three years, when high-level delegations attended.

Two weeks ago, Ri insulted Pompeo, whom Pyongyang views as a hard-liner, by calling him “poisonous” to diplomacy."
